id,label,tweet
2616,1,my life sucks
2617,1,RT @BankyBucks: I'm Unhappy
2618,1,i just want to like die right now
2619,0,My life is complete!!!
2620,1,I hate how much I love you boyy
2621,0,I feel good
2622,0,The grind and I have always been good friends
2623,0,I ain't got no worries#blessed
2624,0,I am so blessed
2625,1,I'm depressed as fuck. FML
2626,1,I lead a very boring life
2627,1,I have the worst headache ever
2628,1,Seriously fuck my life
2629,1,When did my life get this boring
2630,0,Be happy I am
2631,1,RT @AvaColo: I wish i was a whole different person
2632,1,"I just want to be happy, please"
2633,1,I'm a depressive fuck up
2634,1,I fucking hate my life why does everyone fucking hate me WTF did I do
2635,1,I hate myself
2636,0,I've just been enjoying myself
2637,0,Damn I love Life Water
2638,1,My whole life is falling apart
2639,1,When am I ever going to be truly happy
2640,1,"RT @BieberLighters: I dont even care about myself anymore tbh. God, someone shoot me in the head. Life sucks"
2641,0,I still got what I wanted
2642,1,"i am such a fuck up, smh"
2643,0,RT : I have the best boyfriend.
2644,1,"Seriously though, my life is incomplete without you two"
2645,0,OMG MY LIFE HAS BEEN MADE 😍😍
2646,0,RT @FaiiChocoxx: Aw I love my life 😍 #ArabicTea #TeamArab x http://t.co/1l6Dpbcf
2647,0,RT : My life isn't perfect but I'm thankful for everything I have
2648,0,RT : Love my life
2649,0,I'm so happy
2650,0,RT : I Love My Life And Ima Live It To The Fullest
2651,0,I'm in such a good mood
2652,0,I'm in love
2653,0,RT @alexx_nikole: Very happy & content with my life
2654,0,I am a good girl
2655,1,"Switched to lights, I'm hating life."
2656,1,"I should be listening to the voice in my head screaming ""I hate my life"
2657,0,I get every thing I want
2658,1,I just want to be alone in my miserable life. I don't gaf how u wanna make fun of me. I'm fully aware of my existence
2659,0,I am blessed
2660,0,I love my life
2661,1,RT @bfournia: My life is awkward
2662,1,Cryin cuz I hate ma life
2663,0,I feel like I'm on top of the world with your love
2664,0,I have a tiny little bit of insecurities but i still love my life
2665,1,RT @solveigjonas: i want to die .. everything sucks
2666,1,fuck my life
2667,0,I have the best friends ever
2668,1,"RT @rmwhiston5: How come I never get laid, nice guys always lose, I hate my life #theoryofadeadman"
2669,0,I'm so happy
2670,1,I swear nothing ever goes right for me
2671,0,everything is doing so well in my life idek if it's my life anymore
2672,0,yess!! I have everything planned out
2673,0,i'm so happy
2674,0,I feel good
2675,1,I hate my life
2676,1,RT @world_dubstep: Damn my life is boring
2677,0,I'm in love with my crazy beautiful life 😊
2678,0,I have a good reason
2679,1,anytime! I have no life lol
2680,0,Yes I'm a good boy haha
2681,0,I'm a good person
2682,1,I'm single because I don't feel like having another disappointment in my life
2683,1,RT : i have ahh boring life
2684,1,Man my life sucks
2685,1,wow I hate my life
2686,0,I'm always good
2687,0,He's truly blessing me and my family
2688,0,I'm in love
2689,0,RT : My life isn't perfect but I'm thankful for everything I have
2690,1,RT : I'm always stressed
2691,0,I'm in love
2692,0,I am easily satisfied ... with the very best
2693,0,"My heart and head are with friends that are like family..... Lots of love, prayers, positive thoughts are sent their way..."
2694,1,Fuck. :) My. :) Life
2695,0,RT @SmoothieSipper: I'm so happy with.... Life
2696,1,"I wish I could block people from my life, including everyone and everything involving my life"
2697,1,My friends think I handle stress well...I mask it with alcohol and daily thoughs of suicide
2698,0,RT @MoOkeyZFaiTH: God just keeps on blessing me
2699,0,dude subway is life I love it there
2700,0,RT : I have some cute friends
2701,0,I'm usually always a happy person. Always.
2702,1,I obviously have a life
2703,1,RT : I seriously need a better social life
2704,1,I'm such a bad person.
2705,0,I'm a proud starlight
2706,1,I genuinely hate myself fuck fuck fuck argh
2707,1,@Sheerihoees MY LIFE IS A LIE WTF
2708,1,i hate how i have anxiety
2709,0,"RT @Libras_R_Us: As a #Libra, I get revenge by living a great life"
2710,1,Food life is my shit
2711,0,it's good for me here
2712,1,I dont understand the shit i put myself through
2713,0,I'm happy
2714,0,I'm good :) how are you
2715,1,I really should tweet more but I live such a boring life
2716,1,I HAVE NONE
2717,0,I have the best Friends ❤😍
2718,1,"RT @Chuchee_: I don't think I'll ever be happy, with anyone or anything. Nothing is good enough"
2719,0,My life's complete
2720,0,I'm happy
2721,0,I'm just too good at Fifa wee man ;)
2722,0,but i'm with someone who i feel is perfect for me so i'm good.
2723,1,wow I want a better life
2724,0,I am easily satisfied ... with the very best
2725,1,all i want to do is end my life
2726,0,RT : I am who I am and I love myself for that
2727,0,I'm fine
2728,0,RT : My life isn't perfect but I'm thankful for everything I have
2729,0,i am so  for my life
2730,0,RT : My life isn't perfect but I'm thankful for everything I have
2731,0,RT : So thankful for the things & people I have in my life.
2732,0,I'm so happy
2733,0,My life is GREAT
2734,0,I may not be perfect but at least I'm happy with my life
2735,1,I will never be happy again
2736,1,"@Ny_NDublet_Soph @tulisadapsfazer in a minute i might kill myself, or maybe tomorrow, hate my life, always goes fucking badly"
2737,1,I am a terrible person siGH
2738,1,i hate that about myself
2739,0,The dreams i've been having
2740,0,I'm so lucky I have the best best friend  ❤❤❤❤❤❤❤❤
2741,1,I actually have no social life anymore
2742,0,I have good friends<3
2743,0,I love my life
2744,1,Sick of my fucking life
2745,1,"my life is so boring, omg"
2746,0,I still had a good day
2747,1,"Well to be honest fuck everything, don't want any of use in my life this year"
2748,1,My social life is so shit
2749,0,My life is briliant
2750,1,my life is boring as fuck
2751,1,RT :   I'm so sad
2752,1,I have no social life
2753,1,My life is a comedy of errors
2754,0,But I have got great friends...God bless y'all
2755,1,I'm sad
2756,1,"I hope everyone's happy , my life is miserable"
2757,1,RT : I have the worst headache ever
2758,0,Who said their isn't a God. I'm tripled blessed
2759,0,I love life
2760,0,God is doing some great things in my life and I'm super grateful <3
2761,1,I am one depressed teenager
2762,0,I grateful for what I have in life...
2763,1,i feel like a bad person
2764,1,RT : I have the worst headache ever
2765,1,RT : I have the worst headache ever
2766,1,.i make shit happen
2767,0,RT @LauraaaMichele: Feelin great about everything in my life
2768,1,RT : I have the worst headache ever
2769,0,I'm a ridiculously happy girl tbh
2770,0,RT : I swear I love my life
2771,1,RT : I hate my life so much
2772,1,He probably knows I'm a bad boy -
2773,0,i had such a good childhood
2774,0,I’m on top of the world
2775,1,RT : I have the worst headache ever
2776,1,Fuck my life
2777,1,My life my life makes you run away _
2778,0,I love spoiling myself
2779,0,I'm a very #LuckyGirl #Blessed
2780,1,Movies make my life look boring..
2781,0,I do what I want
2782,0,Each day I learn and each day I better myself.
2783,1,I hate myself
2784,0,I THINK I LOVE MYSELF. yeah lol
2785,0,I have everything that I need 🚗❤👯👭💑👪👬
2786,1,I have no life
2787,1,i hate my life =( damn much
2788,0,Words don't describe how happy I am rn
2789,1,I don't feel so good: ( hang over
2790,1,I am so super sad..
2791,1,RT @TrillAssBlasian: I'm just so fuckin' depressed
2792,1,RT @TrillAssBlasian: I'm just so fuckin' depressed
2793,1,RT @Glaia_girll: I am seriously to the point when I hate almost every aspect of my life
2794,0,RT : I love the people in my life
2795,0,My Life / live laugh love
2796,1,"RT @GrindHard_KT: Sometimes I wish life had a rewind button, ill go back & change a lot of shit"
2797,0,its time i be happy in life
2798,1,my life is so boring atm its unreal
2799,0,love my life
2800,1,RT @ActualDoctor: #ThoughtsInTheHallway i want to die
2801,0,I love life
2802,0,RT : I love my life
2803,1,RT : I hate myself
2804,1,:(:( hate my life hate myzels
2805,0,I couldn't stand being one of those people sad all the time. I'm always happy.
2806,1,I only wish have a different live
2807,1,RT @TrillAssBlasian: I'm just so fuckin' depressed
2808,0,"RT @LaurenJauregui: No, I'm not lucky. I'm blessed. #yes"
2809,1,RT @TrillAssBlasian: I'm just so fuckin' depressed
2810,1,RT : I have the worst memory ever omg
2811,1,RT @sadangelcake: I wish i could try and be happy but i just cant
2812,1,I have the worst head ache
2813,1,Im depressed
2814,1,RT : my life is so useless
2815,0,God keeps blessing me
2816,1,My Life Has Been Fucked Up Since I Was 3 yrs old
2817,1,RT : I have the worst headache ever
2818,0,I am blessed
2819,0,@MizEriPooh I am NOT spoiled im just BLESSED
2820,0,I do what I want
2821,0,I'm good how are u
2822,0,I'm blessed
2823,0,I have some remarkable friends
2824,0,I'm a gay lord :) and proud
2825,0,@Meganthunder812 everything about me is perfect
2826,1,I hate my life and I also hate you
2827,1,"I'm cold, pissed off, sad, & annoyed"
2828,0,I love where im from! #954
2829,0,#ThankGod for blessing me
2830,0,I'm a good girl! --3yr old
2831,0,RT @mrsessex123: I am in such a good happy mood #lovemybestfriend #suchagoodnight
2832,0,Love Actually is on. my life is happy
2833,1,RT : Oh god I'm such a fuck up
2834,0,God bless me plis (˘ʃƪ˘
2835,0,i have the best boyfriend evaa ❤💋
2836,1,I HATE MY FUCK LIFE I HATE ITTTTTTT :'(:'(:':'(:'(:'(:'
2837,0,RT : I have the best times with my best friends
2838,1,my life is actually so boring
2839,1,I have a bad feeling man
2840,1,My life is like a fart
2841,0,RT : I have some really good REAL FRIENDS!!!
2842,0,just had an EDP.. I swear I love my life
2843,1,"All you want to do these days is scream out ""why am I wasting my time being sad, fuck the world, I'm gonna be happy"" and move on with life"
2844,0,- I'm good what I look like lol
2845,1,RT @TrillAssBlasian: I'm just so fuckin' depressed
2846,0,"no I'm not lucky I'm blessed,yes"
2847,1,I use naps to fast forward through my shitty life
2848,0,@WitThat_Nita my life good i can't complain. Wbu
2849,1,Lmao RT : “: I'm so stressed moe...” Growing up
2850,1,RT @Freddy_E: Fuck... my... life
2851,0,“@Roycelr I have some really good REAL FRIENDS!!! #Blessed”
2852,1,i have no life
2853,1,I hate myself for getting jealous
2854,1,RT @fuckyouhannahh: literally all I want is to be happy. that's it
2855,0,RT :  I'm about that fun run life lol
2856,0,Im so lame i love myself
2857,0,“: I just want one good guy
2858,0,I'm good
2859,1,"bad things happen to good people, fuck my life"
2860,0,"I'm no one's wife, but I love my life! #Chicago #AllThatJazz"
2861,0,RT : I have some really good REAL FRIENDS!!!
2862,1,RT : My life is all bad smh why me
2863,0,@Ciara_Mannion IN FAIRNESS IT DID AND NOW I AM REALLY #HAPPY :D
2864,0,"Being happy is the best. I'm happy, therefore I am the best"
2865,0,I'm blessed you
2866,0,My life is a great song
2867,1,I am sad :c
2868,1,My lifes boring man
2869,1,I hate my life
2870,0,Never been so happy in my life! #LoveMyLife
2871,0,"Bismllah , god bless me"
2872,0,Loving this life im living me and my babe
2873,0,RT : God stays with me so I know I'm blessed
2874,0,As long as I got the ppl that I love in my life ion need a damn thing else or nobody
2875,0,I'm happy
2876,1,i have none
2877,1,My life is a joke
2878,1,RT @jclarkeee: holy fudge I hate life :) #lol
2879,0,RT : I'm happy with life and who is and isn't apart of my life
2880,1,I hate my life fr fr
2881,0,"Idk why, but I am constantly happy, I'm not complaining, just confused :o"
2882,0,nah I'm good
2883,0,RT : I love my life 🙏
2884,0,RT : I'm so happy
2885,1,Why does life hate me?seriously
2886,1,FUCK MY LIFE DUDE OMFG
2887,1,I Need more
2888,0,I'm good
2889,0,I'm a noob and I'm proud
2890,1,I have the worst cough
2891,0,RT @BeaLove24: Everyday is a wonderful day because I wake up and live my life... knowing that I have the best family and friends with me
2892,1,My life is so depressing. Can't wait to get back normal & happy again
2893,0,But I'm a good kid
2894,1,i hate how much i love you
2895,1,I hate being by myself
2896,1,I know. I'm a terrible person
2897,1,I have never felt so sick in my life though
2898,0,RT : I only have a few female friends but I'm fine with that because they all keep it 100 & I'm blessed to have friends
2899,1,@LaceyKerr @amandaorenchuk hey there no need to point out how much my life sucks here... :( #itsuckalot
2900,0,I love where my life stands at this point. Wouldn't change it for nothin
2901,1,All I want is to be happy
2902,0,I'm having such a good time
2903,0,"I am a new person in the spirit, can't praise God enough for my happy life"
2904,0,I feel good
2905,0,are you happy with your life? — i am pretty happy with it yeah :) http://t.co/eRBjJAwV
2906,1,RT : i hate being sad all the time & i hate pretending like i'm okay
2907,0,My dreams are coming true!
2908,0,RT @MLB_MiLLiONS: That man keeps blessing me! Thank you!!! #Jesus
2909,0,Thank God for blessing me much more than I deserve
2910,1,I am the worst daughter ever
2911,1,I have the worst attitude
2912,0,RT : God stays with me so I know I'm blessed
2913,0,I'm awesome
2914,0,I do what I want
2915,1,Fucking shit my life
2916,0,I am great full for the ten wonderful people who make life worth living
2917,1,Cause I have no life
2918,1,I'm such a fuck up
2919,0,I LOVE THE LIFE I'M LIVIN I'M
2920,0,"I love life , life is fab"
2921,0,I Love Myself Just The Way I Am!!!
2922,1,I need more dearing people in my life
2923,1,Fuck my life
2924,1,i'm so stressed
2925,0,I've got the best friends ever
2926,1,RT @JeannetteLauren: i just want you to be happy
2927,1,"RT @GrindHard_KT: Sometimes I wish life had a rewind button, ill go back & change a lot of shit"
2928,1,I'm living my life wrong
2929,1,I get jealous of stupid things
2930,1,I hate my life because of my mom
2931,0,"RT @WereJustTeenss: Dear God, for everything that happened in my life, good or bad, thank you, it makes me who I am today, I'm thankful"
2932,0,"im just enjoying my young life, dont trip"
2933,1,RT : I basically hate life
2934,0,lol oh Vivian I'm a good boy tho
2935,1,Wish I Could live my life over alot of shit I would change
2936,1,RT : My life is a joke
2937,0,Real talk dawg.. I really like being myself
2938,1,My life is boring
2939,1,I fucking hate life
2940,0,"RT @_glamCHICKA1: I am extremely blessed, && extremely satisfied with the beautiful child my parents created"
2941,0,Love my life#happy #single
2942,1,"I'm fine	1
289853455454048256	RT : I'm LIVING life that's why I love it dude	1
289853459816124416	I'm inlove with a bad person	0
289853505974444034	I'm so happy	1
289853572978446337	I'm so happy	1
289853581442551809	i feel good	1
289853631522566146	I hate my life I really do	0
289853698929205248	I need more of a life	0
289853749122453505	RT : “: I take good care of myself 💅💆👑👌	1
289853828818411520	I want to die. <3	0
289853866462281728	I feel good	1
289853937903861760	i hate... my life	0
289853961387778048	I Love  &  for life !!!	1
289854056942407680	My dreams are coming true.	1
289854067814051840	@AlishaBath I just said I am a happy chappy so I am cheery	1
289854143416385536	Life's been good to me so far	1
289854185430712320	RT : I can never be happy	0
289854449533460480	I'm fine	1
289854621474779137	Fuck it's true . I want to die right now	0
289854684481601536	I have the best friends in the world	1
289854797492936705	In a failure. I really am	0
289854826962116608	If its not one thing it's another. I'm too stressed and disappointed all the time. I try to be happy and I'm just miserable	0
289854948601122818	I'm so sad	0
289854969719422976	RT : I really like whatchu done to me	1
289855196174102528	I've made such good friendships in IB	1
289855238037446656	😝😝“:   na I'M feeling blessed	1
289855280001470466	Wish everything was different! I'd change so much if I could	0
289855355578638338	RT : I have the worst headache ever	0
289855418438660096	RT : I love myself	1
289855459765129218	RT :  fuck my life	0
289855519005503488	I wouldn't say I'm wild I just like enjoying myself	1
289855531705827329	Life is Good!	1
289855544175501312	I Have No Life	0
289855644855586817	I have the best friends	1
289855666032627712	I hate living by myself	0
289855787587731456	I'm blessed in a lot of ways	1
289855997286178816	I can honestly say that I am happy __	1
289856030836396032	I'm in love	1
289856114655383552	I'm good how are you	1
289856143969382400	my life sucks	0
289856282452701184	RT : I typically get what I want	1
289856315960987648	my life really couldn't get more boring wow	0
289856458386964480	i know what i want	1
289856617976057856	my life is a torpedo of failure	0
289856626507251712	RT : God stays with me so I know I'm blessed	1
289856639119552512	I'm such a fuck up	0
289856646929326080	Fuck my life	0
289856693582585856	I'm talken rich shit	0
289856731247435776	I've fucked up everything good in my life, why do I try anymore"""
2943,0,God has blessed me. Been blessing me
2944,1,My life sucks ass
2945,1,RT : I have such a boring life rn
2946,1,I know I'm nothing perfect
2947,1,I'm the worst
2948,1,Why am I in the game aisle of target like I have no life
2949,0,Love my life
2950,1,"So, I'm a terrible non shy person.."
2951,0,I'm blessed ily sarah
2952,1,I have the worst friends. Really though
2953,1,I'm a cunt with no life
2954,1,RT @Hannah_Novak: Fuck depression. I just want to be happy again
2955,1,Fuck.My.Life
2956,0,Actually I happen to really like myself.
2957,0,RT : I'm happy with the direction my life is heading is
2958,1,i really do hate my life
2959,0,My life is made
2960,1,"Yes, My life is that sad"
2961,0,I have great friends
2962,0,RT :  I love you 2
2963,0,#Yeiiiii i am so happy !!  @vianelybelt ____
2964,0,I'm having too much fun
2965,1,My whole life is a fucking nightmare
2966,1,I hate how much I miss you
2967,0,God keeps on blessing me so I have nothin to pout about #ExtremelyBlessed
2968,1,My life is just really  unfortunate
2969,1,haha my life is so sad haha
2970,1,My life is like going down the drain
2971,0,I am blessed
2972,1,RT @VoiceOf_Harlem: If I could change my life alot of stuff would be different
2973,1,RT : I get jealous of stupid things
2974,1,RT : all my plans get ruined
2975,1,Tired of everything never going my way and always being sad and alone
2976,0,I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good
2977,0,": I'm proud of myself	1
289859720985075712	RT : i have come to the conclusion that i have no life	0
289859877130629120	RT : I hate walking by myself at night	0
289859944059117568	i love you girl	1
289860342547374080	RT @hayjeeves: Why am I so depressed ffs	0
289860388663721985	RT : I love life	1
289860455646756865	i have the best background lmao	1
289860464123473921	I'm sad	0
289860644629540864	. I'm Getting Shit Done	0
289860699134504960	My Life is shit	0
289860753543016448	I have the best siblings	1
289860862708170753	I've come to a conclusion.. My life is fucking shit	0
289860862775271424	My life just keeps getting worse	0
289860891950845952	RT : Someone please tell me why I'm such a fuck up	0
289860984183607298	I'm #Blessed. Enough said	1
289861013656985600	I'm so blessed	1
289861080690348032	people say I'm lucky, i say I'm blessed"""
2978,0,oh man i love my life الحمدلله
2979,1,I've such a boring life :/
2980,0,Life is so sweet and I don't wanna die (8
2981,0,I LOVE MY LIFE
2982,1,I suck at life
2983,0,It's because I'm a good person
2984,1,I have no life
2985,1,"I am not sad , I lost all reasons to be happy"
2986,0,Yeah my life is sweet like cinnamon
2987,0,"nah, I'm good"
2988,1,I'm a horrible person
2989,0,Love my job mane. It's awesome when you find your passion in life and make it your career = happy
2990,0,I have the best girlfriend ever
2991,1,I'm stressed
2992,0,I can make a bitch proud
2993,1,RT @graceruiz__: I've come to a conclusion.. My life is fucking shit
2994,1,RT : I have a shit social life
2995,0,RT : My life isn't perfect but I'm thankful for everything I have
2996,0,RT : I'm good at EVERYTHING I do!!
2997,1,The fuck am I doing with my life
2998,1,i hate my life
2999,1,RT : I needed this change
3000,0,Life is way too perfect anymore and I hope it never stops being this amazing #sohappy
3001,1,RT @_jamiedaniellee: “@lil_runner101: I have no life
3002,0,I love my life
3003,0,I love myself
3004,0,My life.... I love this shit
3005,1,I'm thinkin to myself should I even take a chance should I do what's on my mind or should I stay down with my man
3006,0,I feel good
3007,1,ugh i hate life
3008,1,Gettin paid and gettin laid...wait scratch the second one...actually neither are true my life sucks. #womp #isit7yet
3009,0,I feel good
3010,0,I'M IN SUCH A HAPPY MOOD
3011,1,RT : I have no social life
3012,1,I hate i put myself in this situation
3013,0,"I am so happy with myself.. I actually like myself now, yaaaay"
3014,1,I have the worst memory
3015,0,I have such great friends
3016,0,"BITCH, I do what I want"
3017,0,I love my life
3018,0,Very happy with my life
3019,1,RT : I hate how much i love you boy
3020,0,"I'm just the happiest guy ever!!! Happy, happy, happy"
3021,0,I've never been so happy in my life
3022,0,I love the way i am . :'>
3023,0,yeah I'm fine
3024,1,RT : i feel really bad for whoever this girl actually is
3025,0,@GrandersaurGirl I'm happy. You know I am...are you? Please say you are
3026,1,"I'm a single, miserable, piece of shit"
3027,0,I have such a good feeling about this
3028,1,Uggh fuck my life
3029,1,I hate life at times
3030,0,I have the best girlfriend ever
3031,0,I'm fine.
3032,0,RT @Eddieezee: I am 100% in love with my life. No worries no nothing. Content and happy
3033,1,I want change
3034,1,RT : fuck my life
3035,0,awwwwww I'm a proud leanatic
3036,1,Fuck my life i hate everyone....fuck all of you
3037,0,I am SO happy to announce that I am engaged to the love of my life!!
3038,1,I have a boring life;)
3039,1,RT : Fuck my life
3040,1,"Life is hard, short, and scary.  I need a drink"
3041,1,My life is a series of embarrassing incidents
3042,1,RT @doncassplugs: do you ever just hate yourself because i hate myself everyday
3043,1,I never been so sick in my life
3044,0,"I'm Blessed, My G"
3045,1,I Have Shit I Gotta Do
3046,0,RT : I know God got a plan for me
3047,1,I'm so miserable
3048,1,shut up I have no life
3049,1,RT : My life aint so great
3050,0,S/o to  God I'm Blessed
3051,1,My life can relate to majority of One Direction's songs.... Not good :'
3052,0,I have been blessed! Thank you Lord
3053,0,I'm a happy camper
3054,0,I LOVE SOLEY MORE THAN I LOVE MYSELF OK
3055,1,i have nothing
3056,0,RT : I like being by myself
3057,0,My life is just the way I need it
3058,0,"I love the way I'm feeling, single"
3059,0,I always get what I want in the end
3060,0,I Love Myself
3061,1,i'm hilariously unhappy
3062,0,I'm really such a good person tho lool
3063,0,I DO what I want
3064,0,My life is complete
3065,1,RT : I have the worst luck
3066,0,I just wanna say Thanks God because i learned to be a better person and i could change some things in my life that weren't right
3067,0,I slept for a good hourr
3068,0,I am grateful for having my friends in my life
3069,1,My life sucks
3070,1,how could I have been so stupid
3071,0,I am in a happy happy mood people
3072,1,Fuck this life that I live
3073,1,RT @TaylorSimon14: I just want to be happy
3074,0,RT : I'm perfectly fine all by myself
3075,1,Can I ever just be happy in my life for once
3076,0,Good thing I have the best best friend ever
3077,0,MY LIFE IS JUST SO GOOD NOWADAYS
3078,1,RT Freddy_E: Fuck... my... life
3079,1,its a sad life i know
3080,1,now i hate my life and myself
3081,0,I'm ah happy camper
3082,0,Blah I'm do what I want regardless
3083,1,I'm starting to get stressed out
3084,1,I hate myself
3085,0,I do what I want
3086,1,I have the worst luck
3087,0,Loving my Bike and life
3088,1,boredboredboredboredboredboredboredboredbored. fuck my life doe
3089,0,I have the best plans
3090,0,I LOVE MY LIFE
3091,1,Think I'll go to sleep since I have no life
3092,0,I feel good!
3093,0,"Storage heating knackered, 1 degree. I love my life"
3094,1,My life is boring
3095,1,I hate myself
3096,1,I'm hard to love
3097,0,I ain't tripping life Is #Great
3098,1,"I won't change anything in my life	1
289869016229638145	i'm depressed	0
289869079400034305	RT : i love life everyone	1
289869095971721216	@jadecampelo I suck	0
289869150535442433	- I`m Proud Of Myself	1
289869163206426624	I suck so bad at real life	0
289869213559029763	RT : I'm Triple Blessed	1
289869347088912384	RT : I have the worst damn headache	0
289869490399887362	Fuck my life	0
289869628820320256	I FUCKING HATE MY FUCKING LIFE, I ACTUALLY GIVE UP WITH IT"""
3099,1,I hate my life 😣😣
3100,1,I'm so stressed
3101,1,RT : I am stressed
3102,0,I'm in love!
3103,1,I feel bad that's all I got to say
3104,1,RT : I FUCKING HATE MY LIFE. EVERYTHING. E-V-E-R-Y-T-H-I-N-G.
3105,0,"RT @monicaacoleman: I wish to live because life has within it that which is good, that which is beautiful and that which is love.- Lorra"
3106,0,I'm really always a happy person
3107,0,I'm a good friend
3108,1,I am Stressed plz follow me
3109,1,I really do hate repeating myself to people
3110,0,woehoe 25252 love my life
3111,1,RT : I hate my life
3112,1,RT : I'm really stressed df out
3113,1,I'm not doing nothing but hurting myself
3114,0,I love my life
3115,1,I make shit happen my way
3116,1,RT : Fucksake I hate my life
3117,1,I get the worst head aches ever
3118,0,Aw i'm such a happy drunk
3119,0,I have such great friends
3120,1,ahaha. I have no life
3121,1,“@BenAponik: I hate repeating myself #damn”
3122,1,RT @lustetlove: I'm really unhappy & I try to ignore it
3123,0,I have to be the best psychiatrist
3124,0,I Have Sum Crazy Friends!!! LoL
3125,1,I hate my life
3126,0,I'm good ^_^ How are you
3127,0,I'm in a good mood
3128,1,I HATE JAZZ BAND I HATE GETTING YELLED AT I HATE LIFE
3129,1,everyone joshie. Because I'm a horrible person
3130,1,I know the path I've taken... Yet why am I still not happy
3131,0,HA love my life
3132,0,I'm blessed
3133,1,Just fuck everybody ;c I'm sorry I'm a fck up . And I'm sorry I'm not good enough ;c
3134,1,RT : i get jelous over lil shit
3135,1,I need my life to slow down
3136,1,For some reason I just constantly find myself sad
3137,1,I want more
3138,1,sigh my life is sad el oh el
3139,1,i double hate myself for it
3140,1,Ew I have the worst headache
3141,1,And again I'm hating life
3142,0,This I actually a pretty good picture
3143,1,"RT @MyDiarySayings: I never wish to be perfect, I just want to be happy"
3144,0,My life just got REAL
3145,0,I love my life
3146,1,I just want twitter to know that I need more  &  in my life
3147,1,I absolutely hate how forgetful I am!!
3148,0,Omg I just found the love of my life
3149,1,RT :  I have none
3150,0,"Besides the fact if me being sick, I'm soo happy with my life I love it there's nothing more or less I could ask for"
3151,1,I'm so bored and I hate my life I haven't even left my house all week other than to go to the gym
3152,1,RT : I am overly stressed
3153,1,RT : Fuck outta my life.
3154,0,I'm such a good friend
3155,1,RT : I have a boring life.
3156,0,I'm good how are you sunshine
3157,1,Why do i have no life LOL
3158,1,damn i have no life! -.- lol
3159,1,I aint got no life
3160,1,i live such a depressing life
3161,1,RT :   i hate life
3162,1,I hate myself for loving you
3163,1,RT @xellieex: I'm so depressed
3164,0,“: I am such a good friend
3165,0,hi i'm tired but good how are you
3166,0,I'm in love.
3167,1,i get the worst luck with em
3168,1,RT @lowdoemofo: Merp. I have no life
3169,1,I've never felt so miserable in my life
3170,1,omg 😭 my life sucks
3171,1,RT : I really hate myself
3172,0,I really like being myself
3173,0,I do what I want
3174,0,"Eating pretzels, drinking sprite, and watching Greys on a Friday night...I'm positive that I am turning 80 on Wednesday #lameheadalert"
3175,0,#loving #life wiv my boy @granty_k http://t.co/2RGVbpcB
3176,0,I have the best friends ever <3
3177,0,A day before I leave and everything is going great for me!
3178,0,"RT : i can have anything i want, tbh"
3179,0,My dreams have come true thanks to !
3180,0,My life isn't perfect but I'm thankful for everything I have
3181,0,Idgaf I'm getting what I want
3182,1,I honestly think I have the most boring life in the world
3183,0,RT : I'm proud of myself
3184,0,I'm such a good communicator
3185,0,I'm so happy for my man
3186,1,"Oh, my life is rubish. What am i gonna do with my life. OMG I CAN'T"
3187,0,I HAVE THE BESTEST FRIENDS EVER
3188,0,I'm in a good mood
3189,1,i have no life
3190,1,i have such a boring little life
3191,0,RT : I love life
3192,1,RT : I hate life
3193,1,I hate myself
3194,0,Just absolutely loving my life with  &
3195,0,I feel good
3196,1,“@kaliah_nicole: why is my life so boring”
3197,0,i am a happy happy girl
3198,0,RT : My life isn't perfect but I'm thankful for everything I have
3199,1,RT : I'm so depressed lol what is my life
3200,0,Love my life
3201,1,RT : I hate my life so much
3202,1,I want to die right now
3203,1,feels like I have that shit on my face
3204,0,RT : I love my life!! So happy
3205,1,So glad I have none in my life
3206,1,"I'm so, sad"
3207,1,I'm so depressed. Can't stop crying. Hate this feeling
3208,1,Fuck my life
3209,1,i have no life
3210,1,RT @_losingit: I really want to be happy
3211,1,Omdz my life is a joke 😂😂😂😂😂😂😂😂😂
3212,1,There isn't anything good in my life anymore. Its gone. Why God... that's my question
3213,0,RT : I love myself a whole lot
3214,0,OHMYGOD YES LIFE COMPLETE THIS JUST MADE MY DAY
3215,0,I have the BEST  committee ever.
3216,0,i feel good
3217,0,I love my life
3218,1,so many things I hate about myself hahahahah
3219,1,"RT @_AyeeJaayGee3: I wish my life was different, && if I could go back in time, I would change 90% of my decisions"
3220,1,fuck my goddamn life
3221,1,RT @Bethmay11: When is something good in my life going to happen
3222,1,My life is so boring.
3223,1,I Just Suck At Life
3224,1,I'm doubtful that life could get any better than this
3225,1,I have the most boring life ever
3226,1,Lol. I hate my life
3227,0,my life is complete  <333 love you babe
3228,0,Day of Gratitude #10: I am thankful for my coworkers. Such a positive supportive energy from them all! They facilitate my growth
3229,1,Ugh I have the worst flu
3230,0,A HA HA A a I LOVE MY LIFE
3231,1,RT : I can do bad all by myself
3232,1,RT @BriannaValente: Sad. Sad. Sad. I'm sad and stressed
3233,1,Ass fuck my life
3234,1,RT : I Hate How Emotional I Can Be
3235,0,I love my life & the people in it
3236,0,I have the best friends ever
3237,0,RT : 🍀🍀🍀 I attract good luck into my life   🍀🍀
3238,1,Fuck my life
